Job Title,company_txt,Location,job_simp,seniority,predicted_opportunity_score,opportunity_band,years_experience,remote_yn,hybrid_yn,skill_count,detected_skills,explanation_preview
"Scientist, Immuno-Oncology",GSK,"Cambridge, MA",other,mid,82.6,high,2,0,0,0,[],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Principal Machine Learning Scientist,Sage Intacct,"San Francisco, CA",other,senior,82.5,high,4,0,0,4,"['Python', 'SQL', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution."
Senior Data Scientist - R&D Oncology,AstraZeneca,"New York, NY",data scientist,senior,82.4,high,2,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Data Scientist,Brillient,"Silver Spring, MD",data scientist,mid,82.4,high,3,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope."
Senior Data Scientist - R&D Oncology,AstraZeneca,"New York, NY",data scientist,senior,82.4,high,2,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Principal Data Scientist,Northrop Grumman,"San Jose, CA",data scientist,senior,82.4,high,0,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Principal Data Scientist,Northrop Grumman,"San Jose, CA",data scientist,senior,82.4,high,0,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Data Scientist,Brillient,"Silver Spring, MD",data scientist,mid,82.4,high,3,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Scientist,Charter Spectrum,"Maryland Heights, MO",data scientist,mid,82.4,high,0,0,0,3,"['SQL', 'Excel', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Business Intelligence Analyst,CALIBRE Systems,"Dulles, VA",business intelligence,mid,82.4,high,0,0,0,1,['Tableau'],Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Senior Data Scientist - R&D Oncology,AstraZeneca,"New York, NY",data scientist,senior,82.4,high,2,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Business Intelligence Analyst,CALIBRE Systems,"Dulles, VA",business intelligence,mid,82.4,high,0,0,0,1,['Tableau'],Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Business Intelligence Analyst,CALIBRE Systems,"Dulles, VA",business intelligence,mid,82.4,high,0,0,0,1,['Tableau'],Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Senior Quantitative Analyst,DTCC,"Jersey City, NJ",other,senior,82.3,high,45,0,0,4,"['Python', 'SQL', 'Excel', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Scientist,Spectrum Communications and Consulting,"Chicago, IL",data scientist,mid,82.2,high,0,0,0,2,"['SQL', 'Statistics']",Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Scientist,Takeda Pharmaceuticals,"Cambridge, MA",data scientist,mid,82.2,high,3,0,0,4,"['Python', 'SQL', 'Spark', 'Machine Learning']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Scientist,Takeda Pharmaceuticals,"Cambridge, MA",data scientist,mid,82.2,high,3,0,0,4,"['Python', 'SQL', 'Spark', 'Machine Learning']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Operations Lead,Muso,"San Francisco, CA",manager,senior,82.0,high,0,0,0,4,"['Python', 'SQL', 'Tableau', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Data Scientist,Vbeyond Corporation,"Bellevue, WA",data scientist,mid,82.0,high,0,0,0,6,"['Python', 'SQL', 'Spark', 'Machine Learning', 'Statistics', 'ETL']",Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution.
Lead Data Scientist,PatientPoint,"Cincinnati, OH",data scientist,senior,81.9,high,30,0,0,6,"['Python', 'SQL', 'Power BI', 'Machine Learning', 'Statistics', 'Experimentation']",Posting signals a broad analytics stack with several in-demand tools. | Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool.
Sr. Data Engineer - Contract-to-Hire (Java),Pilot Flying J Travel Centers LLC,"Knoxville, TN",data engineer,senior,81.9,high,2,0,0,3,"['Python', 'SQL', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
"Scientist, Analytical Development",Rubius Therapeutics,"Cambridge, MA",other,mid,81.9,high,2,0,0,0,[],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Sr. Data Engineer - Contract-to-Hire (Java),Pilot Flying J Travel Centers LLC,"Knoxville, TN",data engineer,senior,81.9,high,2,0,0,3,"['Python', 'SQL', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Sr. Data Engineer - Contract-to-Hire (Java),Pilot Flying J Travel Centers LLC,"Knoxville, TN",data engineer,senior,81.9,high,2,0,0,3,"['Python', 'SQL', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Sr. Data Engineer - Contract-to-Hire (Java),Pilot Flying J Travel Centers LLC,"Knoxville, TN",data engineer,senior,81.9,high,2,0,0,3,"['Python', 'SQL', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
"Scientist, Analytical Development",Rubius Therapeutics,"Cambridge, MA",other,mid,81.9,high,2,0,0,0,[],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Web Data Analyst,Clarity Insights,"San Jose, CA",data analyst,mid,81.8,high,3,0,0,6,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics']",Posting signals a broad analytics stack with several in-demand tools. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Data Scientist,HG Insights,"Santa Barbara, CA",data scientist,mid,81.6,high,3,0,0,6,"['Python', 'SQL', 'AWS', 'Spark', 'Machine Learning', 'Statistics']","Posting signals a broad analytics stack with several in-demand tools. | Advanced degree language may narrow the candidate pool. | Company rating is relatively strong, which can be a positive quality signal."
"Manager, Safety Scientist, Medical Safety & Risk Management",Agios Pharmaceuticals,"Cambridge, MA",manager,manager,81.5,high,3,0,0,1,['Excel'],Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Principal Data Scientist,Briq,"Santa Barbara, CA",data scientist,senior,81.4,high,0,0,0,3,"['Python', 'AWS', 'Machine Learning']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Senior Data Scientist,Brighthouse Financial,"Charlotte, NC",data scientist,senior,81.3,high,4,0,0,4,"['Python', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Data Scientist - Algorithms & Inference,Nuna,"San Francisco, CA",data scientist,mid,81.3,high,3,0,0,3,"['Machine Learning', 'Statistics', 'Experimentation']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Senior Data Scientist,Brighthouse Financial,"Charlotte, NC",data scientist,senior,81.3,high,4,0,0,4,"['Python', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Data Scientist - Algorithms & Inference,Nuna,"San Francisco, CA",data scientist,mid,81.3,high,3,0,0,3,"['Machine Learning', 'Statistics', 'Experimentation']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Chief Scientist - Emerging Technology Center,Software Engineering Institute,"Pittsburgh, PA",other,mid,81.1,high,0,0,0,1,['Machine Learning'],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Chief Scientist - Emerging Technology Center,Software Engineering Institute,"Pittsburgh, PA",other,mid,81.1,high,0,0,0,1,['Machine Learning'],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Sr. Data Scientist,Evolve Vacation Rental,"Denver, CO",data scientist,senior,81.0,high,2,0,0,4,"['Python', 'SQL', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Data Engineer,IGNW,"Austin, TX",data engineer,mid,80.7,high,5,0,0,4,"['Python', 'SQL', 'Docker', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool."
Revenue Analytics Manager,HOVER,"San Francisco, CA",manager,manager,80.7,high,5,0,0,3,"['SQL', 'Excel', 'Tableau']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Engineer,IGNW,"Austin, TX",data engineer,mid,80.7,high,5,0,0,4,"['Python', 'SQL', 'Docker', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool."
Revenue Analytics Manager,HOVER,"San Francisco, CA",manager,manager,80.7,high,5,0,0,3,"['SQL', 'Excel', 'Tableau']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution."
Revenue Analytics Manager,HOVER,"San Francisco, CA",manager,manager,80.7,high,5,0,0,3,"['SQL', 'Excel', 'Tableau']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Engineer,IGNW,"Austin, TX",data engineer,mid,80.7,high,5,0,0,4,"['Python', 'SQL', 'Docker', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool."
Data Scientist in Artificial Intelligence Early Career,Pacific Northwest National Laboratory,"Richland, WA",data scientist,mid,80.7,high,0,0,0,1,['Machine Learning'],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Scientist in Artificial Intelligence Early Career,Pacific Northwest National Laboratory,"Richland, WA",data scientist,mid,80.7,high,0,0,0,1,['Machine Learning'],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
Senior Data Engineer,Octane,"Houston, TX",data engineer,senior,80.6,high,5,0,0,5,"['Python', 'SQL', 'AWS', 'Spark', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal."
Senior Data Engineer,Octane,"Houston, TX",data engineer,senior,80.6,high,5,0,0,5,"['Python', 'SQL', 'AWS', 'Spark', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal."
"Sr Scientist, Immuno-Oncology - Oncology",GSK,"Cambridge, MA",other,senior,80.6,high,2,0,0,0,[],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Data Engineer,Object Partners,"Minneapolis, MN",data engineer,mid,80.6,high,0,0,0,3,"['SQL', 'AWS', 'Spark']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
"Sr Scientist, Immuno-Oncology - Oncology",GSK,"Cambridge, MA",other,senior,80.6,high,2,0,0,0,[],Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Senior Data Engineer,Octane,"Houston, TX",data engineer,senior,80.6,high,5,0,0,5,"['Python', 'SQL', 'AWS', 'Spark', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal."
Business Intelligence Analyst,Sandhills Global,"Lincoln, NE",business intelligence,mid,80.4,high,0,0,0,5,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants."
Data Scientist,Blue Owl,"San Francisco, CA",data scientist,mid,80.4,high,0,0,0,4,"['Python', 'Machine Learning', 'Statistics', 'Experimentation']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal."
Data Scientist,Blue Owl,"San Francisco, CA",data scientist,mid,80.4,high,0,0,0,4,"['Python', 'Machine Learning', 'Statistics', 'Experimentation']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal."
Data Scientist - Health Data Analytics,Nuna,"San Francisco, CA",data scientist,mid,80.3,high,3,0,0,3,"['SQL', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Data Scientist - Health Data Analytics,Nuna,"San Francisco, CA",data scientist,mid,80.3,high,3,0,0,3,"['SQL', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Sr. Data Engineer | Big Data SaaS Pipeline,Bridg,"Los Angeles, CA",data engineer,senior,80.1,high,3,0,0,5,"['SQL', 'AWS', 'Spark', 'Machine Learning', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Scientist,HireResources a Tailored Solutions Company (WO),"Richmond, VA",data scientist,mid,80.0,high,0,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Information Security Data Analyst,OceanFirst Financial,"Red Bank, NJ",data analyst,mid,80.0,high,4,0,0,2,"['SQL', 'Statistics']","Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Scientist,PeoplesBank,"Holyoke, MA",data scientist,mid,80.0,high,0,0,0,2,"['SQL', 'Statistics']","Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Sr. BI Data Engineer III,Astreya,"Fremont, CA",data engineer,senior,79.9,strong,8,0,0,4,"['Python', 'SQL', 'Machine Learning', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Scientist,Affinity Solutions,"New York, NY",data scientist,mid,79.9,strong,0,0,0,4,"['Python', 'SQL', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Senior Data Engineer,Red Ventures,"Charlotte, NC",data engineer,senior,79.8,strong,0,0,0,4,"['SQL', 'AWS', 'Spark', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope."
Senior Scientist - Neuroscience,Sunovion,"Marlborough, MA",other,senior,79.7,strong,3,0,0,2,"['Python', 'Statistics']",Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Senior Scientist - Neuroscience,Sunovion,"Marlborough, MA",other,senior,79.7,strong,3,0,0,2,"['Python', 'Statistics']",Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Senior Data Scientist 4 Artificial Intelligence,PNNL,"Seattle, WA",data scientist,senior,79.6,strong,3,1,0,1,['Machine Learning'],Remote language improves flexibility and expands the reachable talent pool. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
Staff BI and Data Engineer,Affinity Solutions,"San Jose, CA",data engineer,senior,79.6,strong,3,0,0,6,"['Python', 'SQL', 'Tableau', 'Spark', 'Statistics', 'ETL']",Posting signals a broad analytics stack with several in-demand tools. | Detailed job description suggests a more mature hiring process and clearer scope.
Staff BI and Data Engineer,Affinity Solutions,"San Jose, CA",data engineer,senior,79.6,strong,3,0,0,6,"['Python', 'SQL', 'Tableau', 'Spark', 'Statistics', 'ETL']",Posting signals a broad analytics stack with several in-demand tools. | Detailed job description suggests a more mature hiring process and clearer scope.
Business Intelligence Analyst,McCarthy Building Co,"Saint Louis, MO",business intelligence,mid,79.6,strong,5,0,0,3,"['SQL', 'Power BI', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution."
Senior Data Scientist 4 Artificial Intelligence,PNNL,"Seattle, WA",data scientist,senior,79.6,strong,3,1,0,1,['Machine Learning'],Remote language improves flexibility and expands the reachable talent pool. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Analyst,Community Action Partnership of San Luis Obispo,"Parlier, CA",data analyst,mid,79.5,strong,0,0,0,2,"['Excel', 'Statistics']",Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Sr Software Engineer (Data Scientist),Assurant,"Westlake, OH",data scientist,senior,79.4,strong,0,0,0,4,"['SQL', 'Machine Learning', 'Statistics', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants."
Sr Software Engineer (Data Scientist),Assurant,"Westlake, OH",data scientist,senior,79.4,strong,0,0,0,4,"['SQL', 'Machine Learning', 'Statistics', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants."
Data Systems Specialist 2,BioMarin Pharmaceutical,"Novato, CA",other,mid,79.3,strong,0,0,0,2,"['SQL', 'Statistics']",Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Systems Specialist 2,BioMarin Pharmaceutical,"Novato, CA",other,mid,79.3,strong,0,0,0,2,"['SQL', 'Statistics']",Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Systems Specialist 2,BioMarin Pharmaceutical,"Novato, CA",other,mid,79.3,strong,0,0,0,2,"['SQL', 'Statistics']",Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Scientist,Pinnacol Assurance,"Denver, CO",data scientist,mid,79.2,strong,0,0,0,3,"['Python', 'SQL', 'Machine Learning']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Data Scientist,CompuForce,"New York, NY",data scientist,mid,79.2,strong,0,0,0,5,"['AWS', 'Spark', 'Machine Learning', 'Statistics', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
"Director II, Data Science - GRM Actuarial",Liberty Mutual Insurance,"Chicago, IL",manager,manager,79.1,strong,4,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution."
"Director II, Data Science - GRM Actuarial",Liberty Mutual Insurance,"Chicago, IL",manager,manager,79.1,strong,4,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution."
"Director II, Data Science - GRM Actuarial",Liberty Mutual Insurance,"Chicago, IL",manager,manager,79.1,strong,4,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Engineer I - Azure,Vermeer,"Pella, IA",data engineer,mid,79.0,strong,0,0,0,3,"['SQL', 'Machine Learning', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Scientist,MZ,"Palo Alto, CA",data scientist,mid,78.8,strong,3,0,0,5,"['Python', 'SQL', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope."
Analytics Manager,FrankCrum Staffing,"Tallahassee, FL",manager,manager,78.7,strong,5,0,0,4,"['SQL', 'Excel', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution."
Sr. Data Engineer,Moser Consulting,"Indianapolis, IN",data engineer,senior,78.7,strong,20,0,0,8,"['Python', 'SQL', 'AWS', 'Spark', 'Docker', 'Kubernetes', 'Machine Learning', 'ETL']","Posting references newer cloud or platform tooling, which strengthens market relevance. | Posting signals a broad analytics stack with several in-demand tools. | Higher experience requirements raise the barrier to entry."
Analytics Manager,FrankCrum Staffing,"Tallahassee, FL",manager,manager,78.7,strong,5,0,0,4,"['SQL', 'Excel', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution."
Sr. Data Engineer,Moser Consulting,"Indianapolis, IN",data engineer,senior,78.7,strong,20,0,0,8,"['Python', 'SQL', 'AWS', 'Spark', 'Docker', 'Kubernetes', 'Machine Learning', 'ETL']","Posting references newer cloud or platform tooling, which strengthens market relevance. | Posting signals a broad analytics stack with several in-demand tools. | Higher experience requirements raise the barrier to entry."
Sr. Data Engineer,Moser Consulting,"Indianapolis, IN",data engineer,senior,78.7,strong,20,0,0,8,"['Python', 'SQL', 'AWS', 'Spark', 'Docker', 'Kubernetes', 'Machine Learning', 'ETL']","Posting references newer cloud or platform tooling, which strengthens market relevance. | Posting signals a broad analytics stack with several in-demand tools. | Higher experience requirements raise the barrier to entry."
Analytics Manager,FrankCrum Staffing,"Tallahassee, FL",manager,manager,78.7,strong,5,0,0,4,"['SQL', 'Excel', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Scientist,Systems & Technology Research,"Woburn, MA",data scientist,mid,78.4,strong,2,0,0,5,"['Python', 'SQL', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Senior LiDAR Data Scientist,Luminar Technologies,"Orlando, FL",data scientist,senior,78.3,strong,5,0,0,2,"['Python', 'Statistics']",Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Senior LiDAR Data Scientist,Luminar Technologies,"Orlando, FL",data scientist,senior,78.3,strong,5,0,0,2,"['Python', 'Statistics']",Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Scientist,Systems & Technology Research,"Arlington, VA",data scientist,mid,78.3,strong,2,0,0,5,"['Python', 'SQL', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Data Scientist,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD",data scientist,mid,78.3,strong,4,0,0,3,"['Python', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
College Hire - Data Scientist - Open to December 2019 Graduates,Caterpillar,"Peoria, IL",data scientist,mid,78.2,strong,0,0,0,3,"['Tableau', 'Statistics', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope."
Software Engineer (Data Scientist/Software Engineer) - SISW - MG,Mentor Graphics,"Fremont, CA",data scientist,mid,78.2,strong,0,0,0,2,"['Python', 'Machine Learning']",Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
